Sensor resistance (ohms) | -0.5 (0) (V) | Output (0) (V) | 0.5 (1) (V) | Output (1) (V)
107 | -0.5 | 0.27 | 0.5 | -0.27
108 | -0.5 | 0.27 | 0.5 | -0.27
109 | -0.5 | 0.27 | 0.5 | -0.27
110 | -0.5 | 0.28 | 0.5 | -0.28
111 | -0.5 | 0.28 | 0.5 | -0.28
112 | -0.5 | 0.28 | 0.5 | -0.28
113 | -0.5 | 0.28 | 0.5 | -0.28
114 | -0.5 | 0.28 | 0.5 | -0.28
115 | -0.5 | 0.29 | 0.5 | -0.29
116 | -0.5 | 0.29 | 0.5 | -0.29
117 | -0.5 | 0.29 | 0.5 | -0.29
118 | -0.5 | 0.29 | 0.5 | -0.29
119 | -0.5 | 0.30 | 0.5 | -0.30
120 | -0.5 | 0.30 | 0.5 | -0.30
121 | -0.5 | 0.30 | 0.5 | -0.30
122 | -0.5 | 0.30 | 0.5 | -0.30
123 | -0.5 | 0.31 | 0.5 | -0.31
124 | -0.5 | 0.31 | 0.5 | -0.31
125 | -0.5 | 0.31 | 0.5 | -0.31
126 | -0.5 | 0.32 | 0.5 | -0.32
127 | -0.5 | 0.32 | 0.5 | -0.32
128 | -0.5 | 0.32 | 0.5 | -0.32
129 | -0.5 | 0.32 | 0.5 | -0.32
130 | -0.5 | 0.33 | 0.5 | -0.33
131 | -0.5 | 0.33 | 0.5 | -0.33
132 | -0.5 | 0.33 | 0.5 | -0.33
133 | -0.5 | 0.33 | 0.5 | -0.33
134 | -0.5 | 0.34 | 0.5 | -0.34
135 | -0.5 | 0.34 | 0.5 | -0.34
136 | -0.5 | 0.34 | 0.5 | -0.34
137 | -0.5 | 0.34 | 0.5 | -0.34
138 | -0.5 | 0.34 | 0.5 | -0.34
139 | -0.5 | 0.35 | 0.5 | -0.35
140 | -0.5 | 0.35 | 0.5 | -0.35
141 | -0.5 | 0.35 | 0.5 | -0.35
142 | -0.5 | 0.35 | 0.5 | -0.35
143 | -0.5 | 0.36 | 0.5 | -0.36
144 | -0.5 | 0.36 | 0.5 | -0.36
145 | -0.5 | 0.36 | 0.5 | -0.36
146 | -0.5 | 0.36 | 0.5 | -0.36
147 | -0.5 | 0.37 | 0.5 | -0.37
148 | -0.5 | 0.37 | 0.5 | -0.37
149 | -0.5 | 0.37 | 0.5 | -0.37
150 | -0.5 | 0.38 | 0.5 | -0.38
151 | -0.5 | 0.38 | 0.5 | -0.38
152 | -0.5 | 0.38 | 0.5 | -0.38
153 | -0.5 | 0.38 | 0.5 | -0.38
154 | -0.5 | 0.39 | 0.5 | -0.39
155 | -0.5 | 0.39 | 0.5 | -0.39
156 | -0.5 | 0.39 | 0.5 | -0.39
157 | -0.5 | 0.39 | 0.5 | -0.39
158 | -0.5 | 0.40 | 0.5 | -0.40
159 | -0.5 | 0.40 | 0.5 | -0.40
160 | -0.5 | 0.40 | 0.5 | -0.40
161 | -0.5 | 0.40 | 0.5 | -0.40
162 | -0.5 | 0.41 | 0.5 | -0.41
163 | -0.5 | 0.41 | 0.5 | -0.41
164 | -0.5 | 0.41 | 0.5 | -0.41
165 | -0.5 | 0.41 | 0.5 | -0.41
166 | -0.5 | 0.41 | 0.5 | -0.41
167 | -0.5 | 0.42 | 0.5 | -0.42
168 | -0.5 | 0.42 | 0.5 | -0.42
169 | -0.5 | 0.42 | 0.5 | -0.42
170 | -0.5 | 0.42 | 0.5 | -0.42
171 | -0.5 | 0.43 | 0.5 | -0.43
172 | -0.5 | 0.43 | 0.5 | -0.43
173 | -0.5 | 0.43 | 0.5 | -0.43
174 | -0.5 | 0.43 | 0.5 | -0.43
175 | -0.5 | 0.44 | 0.5 | -0.44
176 | -0.5 | 0.44 | 0.5 | -0.44
177 | -0.5 | 0.44 | 0.5 | -0.44
178 | -0.5 | 0.45 | 0.5 | -0.45
179 | -0.5 | 0.45 | 0.5 | -0.45
180 | -0.5 | 0.45 | 0.5 | -0.45
181 | -0.5 | 0.45 | 0.5 | -0.45
182 | -0.5 | 0.46 | 0.5 | -0.46
183 | -0.5 | 0.46 | 0.5 | -0.46
184 | -0.5 | 0.46 | 0.5 | -0.46
185 | -0.5 | 0.46 | 0.5 | -0.46
186 | -0.5 | 0.47 | 0.5 | -0.47
187 | -0.5 | 0.47 | 0.5 | -0.47
188 | -0.5 | 0.47 | 0.5 | -0.47
189 | -0.5 | 0.47 | 0.5 | -0.47
190 | -0.5 | 0.47 | 0.5 | -0.47
191 | -0.5 | 0.48 | 0.5 | -0.48
192 | -0.5 | 0.48 | 0.5 | -0.48
193 | -0.5 | 0.48 | 0.5 | -0.48
194 | -0.5 | 0.48 | 0.5 | -0.48
195 | -0.5 | 0.49 | 0.5 | -0.49
196 | -0.5 | 0.49 | 0.5 | -0.49
197 | -0.5 | 0.49 | 0.5 | -0.49
198 | -0.5 | 0.49 | 0.5 | -0.49
199 | -0.5 | 0.50 | 0.5 | -0.50
200 | -0.5 | 0.50 | 0.5 | -0.50
201 | -0.5 | 0.50 | 0.5 | -0.50
202 | -0.5 | 0.51 | 0.5 | -0.51
203 | -0.5 | 0.51 | 0.5 | -0.51
204 | -0.5 | 0.51 | 0.5 | -0.51
205 | -0.5 | 0.51 | 0.5 | -0.51
206 | -0.5 | 0.52 | 0.5 | -0.52
207 | -0.5 | 0.52 | 0.5 | -0.52
208 | -0.5 | 0.52 | 0.5 | -0.52
209 | -0.5 | 0.52 | 0.5 | -0.52
210 | -0.5 | 0.53 | 0.5 | -0.53
211 | -0.5 | 0.53 | 0.5 | -0.53
212 | -0.5 | 0.53 | 0.5 | -0.53
213 | -0.5 | 0.53 | 0.5 | -0.53
214 | -0.5 | 0.54 | 0.5 | -0.54
215 | -0.5 | 0.54 | 0.5 | -0.54
216 | -0.5 | 0.54 | 0.5 | -0.54
217 | -0.5 | 0.54 | 0.5 | -0.54
218 | -0.5 | 0.55 | 0.5 | -0.55
219 | -0.5 | 0.55 | 0.5 | -0.55
220 | -0.5 | 0.55 | 0.5 | -0.55
221 | -0.5 | 0.55 | 0.5 | -0.55
222 | -0.5 | 0.56 | 0.5 | -0.56
223 | -0.5 | 0.56 | 0.5 | -0.56
224 | -0.5 | 0.56 | 0.5 | -0.56
225 | -0.5 | 0.56 | 0.5 | -0.56
226 | -0.5 | 0.56 | 0.5 | -0.56
227 | -0.5 | 0.57 | 0.5 | -0.57
228 | -0.5 | 0.57 | 0.5 | -0.57
229 | -0.5 | 0.57 | 0.5 | -0.57
230 | -0.5 | 0.57 | 0.5 | -0.57
231 | -0.5 | 0.58 | 0.5 | -0.58
232 | -0.5 | 0.58 | 0.5 | -0.58
233 | -0.5 | 0.58 | 0.5 | -0.58
234 | -0.5 | 0.58 | 0.5 | -0.58
235 | -0.5 | 0.59 | 0.5 | -0.59
236 | -0.5 | 0.59 | 0.5 | -0.59
237 | -0.5 | 0.59 | 0.5 | -0.59
238 | -0.5 | 0.59 | 0.5 | -0.59
239 | -0.5 | 0.60 | 0.5 | -0.60
240 | -0.5 | 0.60 | 0.5 | -0.60
241 | -0.5 | 0.60 | 0.5 | -0.60
242 | -0.5 | 0.60 | 0.5 | -0.60
243 | -0.5 | 0.61 | 0.5 | -0.61
244 | -0.5 | 0.61 | 0.5 | -0.61
245 | -0.5 | 0.61 | 0.5 | -0.61
246 | -0.5 | 0.61 | 0.5 | -0.61
247 | -0.5 | 0.62 | 0.5 | -0.62
248 | -0.5 | 0.62 | 0.5 | -0.62
249 | -0.5 | 0.62 | 0.5 | -0.62
250 | -0.5 | 0.62 | 0.5 | -0.62
251 | -0.5 | 0.63 | 0.5 | -0.63
252 | -0.5 | 0.63 | 0.5 | -0.63
253 | -0.5 | 0.63 | 0.5 | -0.63
254 | -0.5 | 0.64 | 0.5 | -0.64
255 | -0.5 | 0.64 | 0.5 | -0.64
256 | -0.5 | 0.64 | 0.5 | -0.64
257 | -0.5 | 0.64 | 0.5 | -0.64
258 | -0.5 | 0.65 | 0.5 | -0.65
259 | -0.5 | 0.65 | 0.5 | -0.65
260 | -0.5 | 0.65 | 0.5 | -0.65
261 | -0.5 | 0.65 | 0.5 | -0.65
262 | -0.5 | 0.66 | 0.5 | -0.66
263 | -0.5 | 0.66 | 0.5 | -0.66
264 | -0.5 | 0.66 | 0.5 | -0.66
265 | -0.5 | 0.66 | 0.5 | -0.66
266 | -0.5 | 0.67 | 0.5 | -0.67
267 | -0.5 | 0.67 | 0.5 | -0.67
268 | -0.5 | 0.67 | 0.5 | -0.67
269 | -0.5 | 0.67 | 0.5 | -0.67
270 | -0.5 | 0.68 | 0.5 | -0.68
271 | -0.5 | 0.68 | 0.5 | -0.68
272 | -0.5 | 0.68 | 0.5 | -0.68
273 | -0.5 | 0.68 | 0.5 | -0.68
274 | -0.5 | 0.69 | 0.5 | -0.69
275 | -0.5 | 0.69 | 0.5 | -0.69
276 | -0.5 | 0.69 | 0.5 | -0.69
277 | -0.5 | 0.69 | 0.5 | -0.69
278 | -0.5 | 0.69 | 0.5 | -0.69
279 | -0.5 | 0.70 | 0.5 | -0.70
280 | -0.5 | 0.70 | 0.5 | -0.70
281 | -0.5 | 0.70 | 0.5 | -0.70
282 | -0.5 | 0.70 | 0.5 | -0.70
283 | -0.5 | 0.71 | 0.5 | -0.71
284 | -0.5 | 0.71 | 0.5 | -0.71
285 | -0.5 | 0.71 | 0.5 | -0.71
286 | -0.5 | 0.71 | 0.5 | -0.71
287 | -0.5 | 0.72 | 0.5 | -0.72
288 | -0.5 | 0.72 | 0.5 | -0.72
289 | -0.5 | 0.72 | 0.5 | -0.72
290 | -0.5 | 0.72 | 0.5 | -0.72
291 | -0.5 | 0.73 | 0.5 | -0.73
292 | -0.5 | 0.73 | 0.5 | -0.73
293 | -0.5 | 0.73 | 0.5 | -0.73
294 | -0.5 | 0.73 | 0.5 | -0.73
295 | -0.5 | 0.74 | 0.5 | -0.74
296 | -0.5 | 0.74 | 0.5 | -0.74
297 | -0.5 | 0.74 | 0.5 | -0.74
298 | -0.5 | 0.74 | 0.5 | -0.74
299 | -0.5 | 0.75 | 0.5 | -0.75
300 | -0.5 | 0.75 | 0.5 | -0.75
301 | -0.5 | 0.75 | 0.5 | -0.75
302 | -0.5 | 0.76 | 0.5 | -0.76
303 | -0.5 | 0.76 | 0.5 | -0.76
304 | -0.5 | 0.76 | 0.5 | -0.76
305 | -0.5 | 0.76 | 0.5 | -0.76
306 | -0.5 | 0.77 | 0.5 | -0.77
307 | -0.5 | 0.77 | 0.5 | -0.77
308 | -0.5 | 0.77 | 0.5 | -0.77
309 | -0.5 | 0.77 | 0.5 | -0.77
310 | -0.5 | 0.78 | 0.5 | -0.78
311 | -0.5 | 0.78 | 0.5 | -0.78
312 | -0.5 | 0.78 | 0.5 | -0.78
313 | -0.5 | 0.78 | 0.5 | -0.78
314 | -0.5 | 0.79 | 0.5 | -0.79
315 | -0.5 | 0.79 | 0.5 | -0.79
316 | -0.5 | 0.79 | 0.5 | -0.79
317 | -0.5 | 0.79 | 0.5 | -0.79
318 | -0.5 | 0.80 | 0.5 | -0.80
319 | -0.5 | 0.80 | 0.5 | -0.80
320 | -0.5 | 0.80 | 0.5 | -0.80
321 | -0.5 | 0.80 | 0.5 | -0.80
322 | -0.5 | 0.81 | 0.5 | -0.81
323 | -0.5 | 0.81 | 0.5 | -0.81
324 | -0.5 | 0.81 | 0.5 | -0.81
325 | -0.5 | 0.81 | 0.5 | -0.81
326 | -0.5 | 0.81 | 0.5 | -0.81
327 | -0.5 | 0.82 | 0.5 | -0.82
328 | -0.5 | 0.82 | 0.5 | -0.82
329 | -0.5 | 0.82 | 0.5 | -0.82
330 | -0.5 | 0.82 | 0.5 | -0.82
331 | -0.5 | 0.83 | 0.5 | -0.83
332 | -0.5 | 0.83 | 0.5 | -0.83
333 | -0.5 | 0.83 | 0.5 | -0.83
334 | -0.5 | 0.83 | 0.5 | -0.83
335 | -0.5 | 0.84 | 0.5 | -0.84
336 | -0.5 | 0.84 | 0.5 | -0.84
337 | -0.5 | 0.84 | 0.5 | -0.84
338 | -0.5 | 0.84 | 0.5 | -0.84
339 | -0.5 | 0.85 | 0.5 | -0.85
340 | -0.5 | 0.85 | 0.5 | -0.85
341 | -0.5 | 0.85 | 0.5 | -0.85
342 | -0.5 | 0.85 | 0.5 | -0.85
343 | -0.5 | 0.86 | 0.5 | -0.86
344 | -0.5 | 0.86 | 0.5 | -0.86
345 | -0.5 | 0.86 | 0.5 | -0.86
346 | -0.5 | 0.86 | 0.5 | -0.86
347 | -0.5 | 0.87 | 0.5 | -0.87
348 | -0.5 | 0.87 | 0.5 | -0.87
349 | -0.5 | 0.87 | 0.5 | -0.87
350 | -0.5 | 0.88 | 0.5 | -0.88
351 | -0.5 | 0.88 | 0.5 | -0.88
352 | -0.5 | 0.88 | 0.5 | -0.88
353 | -0.5 | 0.88 | 0.5 | -0.88
354 | -0.5 | 0.89 | 0.5 | -0.89
355 | -0.5 | 0.89 | 0.5 | -0.89
356 | -0.5 | 0.89 | 0.5 | -0.89
357 | -0.5 | 0.89 | 0.5 | -0.89
358 | -0.5 | 0.90 | 0.5 | -0.90
359 | -0.5 | 0.90 | 0.5 | -0.90
360 | -0.5 | 0.90 | 0.5 | -0.90
361 | -0.5 | 0.90 | 0.5 | -0.90
362 | -0.5 | 0.91 | 0.5 | -0.91
363 | -0.5 | 0.91 | 0.5 | -0.91
364 | -0.5 | 0.91 | 0.5 | -0.91
365 | -0.5 | 0.91 | 0.5 | -0.91
366 | -0.5 | 0.92 | 0.5 | -0.92
367 | -0.5 | 0.92 | 0.5 | -0.92
368 | -0.5 | 0.92 | 0.5 | -0.92
369 | -0.5 | 0.92 | 0.5 | -0.92
370 | -0.5 | 0.93 | 0.5 | -0.93
371 | -0.5 | 0.93 | 0.5 | -0.93
372 | -0.5 | 0.93 | 0.5 | -0.93
373 | -0.5 | 0.93 | 0.5 | -0.93
374 | -0.5 | 0.94 | 0.5 | -0.94
375 | -0.5 | 0.94 | 0.5 | -0.94
376 | -0.5 | 0.94 | 0.5 | -0.94
377 | -0.5 | 0.94 | 0.5 | -0.94
378 | -0.5 | 0.94 | 0.5 | -0.94
379 | -0.5 | 0.95 | 0.5 | -0.95
380 | -0.5 | 0.95 | 0.5 | -0.95
381 | -0.5 | 0.95 | 0.5 | -0.95
382 | -0.5 | 0.95 | 0.5 | -0.95
383 | -0.5 | 0.96 | 0.5 | -0.96
384 | -0.5 | 0.96 | 0.5 | -0.96
385 | -0.5 | 0.96 | 0.5 | -0.96
386 | -0.5 | 0.96 | 0.5 | -0.96
387 | -0.5 | 0.97 | 0.5 | -0.97
388 | -0.5 | 0.97 | 0.5 | -0.97
389 | -0.5 | 0.97 | 0.5 | -0.97
390 | -0.5 | 0.97 | 0.5 | -0.97
391 | -0.5 | 0.98 | 0.5 | -0.98
392 | -0.5 | 0.98 | 0.5 | -0.98
393 | -0.5 | 0.98 | 0.5 | -0.98
394 | -0.5 | 0.98 | 0.5 | -0.98
395 | -0.5 | 0.99 | 0.5 | -0.99
396 | -0.5 | 0.99 | 0.5 | -0.99
397 | -0.5 | 0.99 | 0.5 | -0.99
398 | -0.5 | 0.99 | 0.5 | -0.99
399 | -0.5 | 1.00 | 0.5 | -1.00
400 | -0.5 | 1.00 | 0.5 | -1.00
