Sensor resistance (ohms) | -0.5 (0) (V) | Output (0) (V) | 0.5 (1) (V) | Output (1) (V)
57 | -0.5 | 0.03 | 0.5 | -0.03
58 | -0.5 | 0.03 | 0.5 | -0.03
59 | -0.5 | 0.03 | 0.5 | -0.03
60 | -0.5 | 0.03 | 0.5 | -0.03
61 | -0.5 | 0.03 | 0.5 | -0.03
62 | -0.5 | 0.03 | 0.5 | -0.03
63 | -0.5 | 0.03 | 0.5 | -0.03
64 | -0.5 | 0.03 | 0.5 | -0.03
65 | -0.5 | 0.03 | 0.5 | -0.03
66 | -0.5 | 0.03 | 0.5 | -0.03
67 | -0.5 | 0.03 | 0.5 | -0.03
68 | -0.5 | 0.03 | 0.5 | -0.03
69 | -0.5 | 0.03 | 0.5 | -0.03
70 | -0.5 | 0.04 | 0.5 | -0.04
71 | -0.5 | 0.04 | 0.5 | -0.04
72 | -0.5 | 0.04 | 0.5 | -0.04
73 | -0.5 | 0.04 | 0.5 | -0.04
74 | -0.5 | 0.04 | 0.5 | -0.04
75 | -0.5 | 0.04 | 0.5 | -0.04
76 | -0.5 | 0.04 | 0.5 | -0.04
77 | -0.5 | 0.04 | 0.5 | -0.04
78 | -0.5 | 0.04 | 0.5 | -0.04
79 | -0.5 | 0.04 | 0.5 | -0.04
80 | -0.5 | 0.04 | 0.5 | -0.04
81 | -0.5 | 0.04 | 0.5 | -0.04
82 | -0.5 | 0.04 | 0.5 | -0.04
83 | -0.5 | 0.04 | 0.5 | -0.04
84 | -0.5 | 0.04 | 0.5 | -0.04
85 | -0.5 | 0.04 | 0.5 | -0.04
86 | -0.5 | 0.04 | 0.5 | -0.04
87 | -0.5 | 0.04 | 0.5 | -0.04
88 | -0.5 | 0.04 | 0.5 | -0.04
89 | -0.5 | 0.04 | 0.5 | -0.04
90 | -0.5 | 0.04 | 0.5 | -0.04
91 | -0.5 | 0.05 | 0.5 | -0.05
92 | -0.5 | 0.05 | 0.5 | -0.05
93 | -0.5 | 0.05 | 0.5 | -0.05
94 | -0.5 | 0.05 | 0.5 | -0.05
95 | -0.5 | 0.05 | 0.5 | -0.05
96 | -0.5 | 0.05 | 0.5 | -0.05
97 | -0.5 | 0.05 | 0.5 | -0.05
98 | -0.5 | 0.05 | 0.5 | -0.05
99 | -0.5 | 0.05 | 0.5 | -0.05
100 | -0.5 | 0.05 | 0.5 | -0.05
101 | -0.5 | 0.05 | 0.5 | -0.05
102 | -0.5 | 0.05 | 0.5 | -0.05
103 | -0.5 | 0.05 | 0.5 | -0.05
104 | -0.5 | 0.05 | 0.5 | -0.05
105 | -0.5 | 0.05 | 0.5 | -0.05
106 | -0.5 | 0.05 | 0.5 | -0.05
107 | -0.5 | 0.05 | 0.5 | -0.05
108 | -0.5 | 0.05 | 0.5 | -0.05
109 | -0.5 | 0.05 | 0.5 | -0.05
110 | -0.5 | 0.06 | 0.5 | -0.06
111 | -0.5 | 0.06 | 0.5 | -0.06
112 | -0.5 | 0.06 | 0.5 | -0.06
113 | -0.5 | 0.06 | 0.5 | -0.06
114 | -0.5 | 0.06 | 0.5 | -0.06
115 | -0.5 | 0.06 | 0.5 | -0.06
116 | -0.5 | 0.06 | 0.5 | -0.06
117 | -0.5 | 0.06 | 0.5 | -0.06
118 | -0.5 | 0.06 | 0.5 | -0.06
119 | -0.5 | 0.06 | 0.5 | -0.06
120 | -0.5 | 0.06 | 0.5 | -0.06
121 | -0.5 | 0.06 | 0.5 | -0.06
122 | -0.5 | 0.06 | 0.5 | -0.06
123 | -0.5 | 0.06 | 0.5 | -0.06
124 | -0.5 | 0.06 | 0.5 | -0.06
125 | -0.5 | 0.06 | 0.5 | -0.06
126 | -0.5 | 0.06 | 0.5 | -0.06
127 | -0.5 | 0.06 | 0.5 | -0.06
128 | -0.5 | 0.06 | 0.5 | -0.06
129 | -0.5 | 0.06 | 0.5 | -0.06
130 | -0.5 | 0.07 | 0.5 | -0.07
131 | -0.5 | 0.07 | 0.5 | -0.07
132 | -0.5 | 0.07 | 0.5 | -0.07
133 | -0.5 | 0.07 | 0.5 | -0.07
134 | -0.5 | 0.07 | 0.5 | -0.07
135 | -0.5 | 0.07 | 0.5 | -0.07
136 | -0.5 | 0.07 | 0.5 | -0.07
137 | -0.5 | 0.07 | 0.5 | -0.07
138 | -0.5 | 0.07 | 0.5 | -0.07
139 | -0.5 | 0.07 | 0.5 | -0.07
140 | -0.5 | 0.07 | 0.5 | -0.07
141 | -0.5 | 0.07 | 0.5 | -0.07
142 | -0.5 | 0.07 | 0.5 | -0.07
143 | -0.5 | 0.07 | 0.5 | -0.07
144 | -0.5 | 0.07 | 0.5 | -0.07
145 | -0.5 | 0.07 | 0.5 | -0.07
146 | -0.5 | 0.07 | 0.5 | -0.07
147 | -0.5 | 0.07 | 0.5 | -0.07
148 | -0.5 | 0.07 | 0.5 | -0.07
149 | -0.5 | 0.07 | 0.5 | -0.07
150 | -0.5 | 0.07 | 0.5 | -0.07
151 | -0.5 | 0.08 | 0.5 | -0.08
152 | -0.5 | 0.08 | 0.5 | -0.08
153 | -0.5 | 0.08 | 0.5 | -0.08
154 | -0.5 | 0.08 | 0.5 | -0.08
155 | -0.5 | 0.08 | 0.5 | -0.08
156 | -0.5 | 0.08 | 0.5 | -0.08
157 | -0.5 | 0.08 | 0.5 | -0.08
158 | -0.5 | 0.08 | 0.5 | -0.08
159 | -0.5 | 0.08 | 0.5 | -0.08
160 | -0.5 | 0.08 | 0.5 | -0.08
161 | -0.5 | 0.08 | 0.5 | -0.08
162 | -0.5 | 0.08 | 0.5 | -0.08
163 | -0.5 | 0.08 | 0.5 | -0.08
164 | -0.5 | 0.08 | 0.5 | -0.08
165 | -0.5 | 0.08 | 0.5 | -0.08
166 | -0.5 | 0.08 | 0.5 | -0.08
167 | -0.5 | 0.08 | 0.5 | -0.08
168 | -0.5 | 0.08 | 0.5 | -0.08
169 | -0.5 | 0.08 | 0.5 | -0.08
170 | -0.5 | 0.09 | 0.5 | -0.09
171 | -0.5 | 0.09 | 0.5 | -0.09
172 | -0.5 | 0.09 | 0.5 | -0.09
173 | -0.5 | 0.09 | 0.5 | -0.09
174 | -0.5 | 0.09 | 0.5 | -0.09
175 | -0.5 | 0.09 | 0.5 | -0.09
176 | -0.5 | 0.09 | 0.5 | -0.09
177 | -0.5 | 0.09 | 0.5 | -0.09
178 | -0.5 | 0.09 | 0.5 | -0.09
179 | -0.5 | 0.09 | 0.5 | -0.09
180 | -0.5 | 0.09 | 0.5 | -0.09
181 | -0.5 | 0.09 | 0.5 | -0.09
182 | -0.5 | 0.09 | 0.5 | -0.09
183 | -0.5 | 0.09 | 0.5 | -0.09
184 | -0.5 | 0.09 | 0.5 | -0.09
185 | -0.5 | 0.09 | 0.5 | -0.09
186 | -0.5 | 0.09 | 0.5 | -0.09
187 | -0.5 | 0.09 | 0.5 | -0.09
188 | -0.5 | 0.09 | 0.5 | -0.09
189 | -0.5 | 0.09 | 0.5 | -0.09
190 | -0.5 | 0.10 | 0.5 | -0.10
191 | -0.5 | 0.10 | 0.5 | -0.10
192 | -0.5 | 0.10 | 0.5 | -0.10
193 | -0.5 | 0.10 | 0.5 | -0.10
194 | -0.5 | 0.10 | 0.5 | -0.10
195 | -0.5 | 0.10 | 0.5 | -0.10
196 | -0.5 | 0.10 | 0.5 | -0.10
197 | -0.5 | 0.10 | 0.5 | -0.10
198 | -0.5 | 0.10 | 0.5 | -0.10
199 | -0.5 | 0.10 | 0.5 | -0.10
200 | -0.5 | 0.10 | 0.5 | -0.10
201 | -0.5 | 0.10 | 0.5 | -0.10
202 | -0.5 | 0.10 | 0.5 | -0.10
203 | -0.5 | 0.10 | 0.5 | -0.10
204 | -0.5 | 0.10 | 0.5 | -0.10
205 | -0.5 | 0.10 | 0.5 | -0.10
206 | -0.5 | 0.10 | 0.5 | -0.10
207 | -0.5 | 0.10 | 0.5 | -0.10
208 | -0.5 | 0.10 | 0.5 | -0.10
209 | -0.5 | 0.10 | 0.5 | -0.10
210 | -0.5 | 0.10 | 0.5 | -0.10
211 | -0.5 | 0.11 | 0.5 | -0.11
212 | -0.5 | 0.11 | 0.5 | -0.11
213 | -0.5 | 0.11 | 0.5 | -0.11
214 | -0.5 | 0.11 | 0.5 | -0.11
215 | -0.5 | 0.11 | 0.5 | -0.11
216 | -0.5 | 0.11 | 0.5 | -0.11
217 | -0.5 | 0.11 | 0.5 | -0.11
218 | -0.5 | 0.11 | 0.5 | -0.11
219 | -0.5 | 0.11 | 0.5 | -0.11
220 | -0.5 | 0.11 | 0.5 | -0.11
221 | -0.5 | 0.11 | 0.5 | -0.11
222 | -0.5 | 0.11 | 0.5 | -0.11
223 | -0.5 | 0.11 | 0.5 | -0.11
224 | -0.5 | 0.11 | 0.5 | -0.11
225 | -0.5 | 0.11 | 0.5 | -0.11
226 | -0.5 | 0.11 | 0.5 | -0.11
227 | -0.5 | 0.11 | 0.5 | -0.11
228 | -0.5 | 0.11 | 0.5 | -0.11
229 | -0.5 | 0.11 | 0.5 | -0.11
230 | -0.5 | 0.12 | 0.5 | -0.12
231 | -0.5 | 0.12 | 0.5 | -0.12
232 | -0.5 | 0.12 | 0.5 | -0.12
233 | -0.5 | 0.12 | 0.5 | -0.12
234 | -0.5 | 0.12 | 0.5 | -0.12
235 | -0.5 | 0.12 | 0.5 | -0.12
236 | -0.5 | 0.12 | 0.5 | -0.12
237 | -0.5 | 0.12 | 0.5 | -0.12
238 | -0.5 | 0.12 | 0.5 | -0.12
239 | -0.5 | 0.12 | 0.5 | -0.12
240 | -0.5 | 0.12 | 0.5 | -0.12
241 | -0.5 | 0.12 | 0.5 | -0.12
242 | -0.5 | 0.12 | 0.5 | -0.12
243 | -0.5 | 0.12 | 0.5 | -0.12
244 | -0.5 | 0.12 | 0.5 | -0.12
245 | -0.5 | 0.12 | 0.5 | -0.12
246 | -0.5 | 0.12 | 0.5 | -0.12
247 | -0.5 | 0.12 | 0.5 | -0.12
248 | -0.5 | 0.12 | 0.5 | -0.12
249 | -0.5 | 0.12 | 0.5 | -0.12
250 | -0.5 | 0.12 | 0.5 | -0.12
251 | -0.5 | 0.13 | 0.5 | -0.13
252 | -0.5 | 0.13 | 0.5 | -0.13
253 | -0.5 | 0.13 | 0.5 | -0.13
254 | -0.5 | 0.13 | 0.5 | -0.13
255 | -0.5 | 0.13 | 0.5 | -0.13
256 | -0.5 | 0.13 | 0.5 | -0.13
257 | -0.5 | 0.13 | 0.5 | -0.13
258 | -0.5 | 0.13 | 0.5 | -0.13
259 | -0.5 | 0.13 | 0.5 | -0.13
260 | -0.5 | 0.13 | 0.5 | -0.13
261 | -0.5 | 0.13 | 0.5 | -0.13
262 | -0.5 | 0.13 | 0.5 | -0.13
263 | -0.5 | 0.13 | 0.5 | -0.13
264 | -0.5 | 0.13 | 0.5 | -0.13
265 | -0.5 | 0.13 | 0.5 | -0.13
266 | -0.5 | 0.13 | 0.5 | -0.13
267 | -0.5 | 0.13 | 0.5 | -0.13
268 | -0.5 | 0.13 | 0.5 | -0.13
269 | -0.5 | 0.13 | 0.5 | -0.13
270 | -0.5 | 0.14 | 0.5 | -0.14
271 | -0.5 | 0.14 | 0.5 | -0.14
272 | -0.5 | 0.14 | 0.5 | -0.14
273 | -0.5 | 0.14 | 0.5 | -0.14
274 | -0.5 | 0.14 | 0.5 | -0.14
275 | -0.5 | 0.14 | 0.5 | -0.14
276 | -0.5 | 0.14 | 0.5 | -0.14
277 | -0.5 | 0.14 | 0.5 | -0.14
278 | -0.5 | 0.14 | 0.5 | -0.14
279 | -0.5 | 0.14 | 0.5 | -0.14
280 | -0.5 | 0.14 | 0.5 | -0.14
281 | -0.5 | 0.14 | 0.5 | -0.14
282 | -0.5 | 0.14 | 0.5 | -0.14
283 | -0.5 | 0.14 | 0.5 | -0.14
284 | -0.5 | 0.14 | 0.5 | -0.14
285 | -0.5 | 0.14 | 0.5 | -0.14
286 | -0.5 | 0.14 | 0.5 | -0.14
287 | -0.5 | 0.14 | 0.5 | -0.14
288 | -0.5 | 0.14 | 0.5 | -0.14
289 | -0.5 | 0.14 | 0.5 | -0.14
290 | -0.5 | 0.14 | 0.5 | -0.14
291 | -0.5 | 0.15 | 0.5 | -0.15
292 | -0.5 | 0.15 | 0.5 | -0.15
293 | -0.5 | 0.15 | 0.5 | -0.15
294 | -0.5 | 0.15 | 0.5 | -0.15
295 | -0.5 | 0.15 | 0.5 | -0.15
296 | -0.5 | 0.15 | 0.5 | -0.15
297 | -0.5 | 0.15 | 0.5 | -0.15
298 | -0.5 | 0.15 | 0.5 | -0.15
299 | -0.5 | 0.15 | 0.5 | -0.15
300 | -0.5 | 0.15 | 0.5 | -0.15
301 | -0.5 | 0.15 | 0.5 | -0.15
302 | -0.5 | 0.15 | 0.5 | -0.15
303 | -0.5 | 0.15 | 0.5 | -0.15
304 | -0.5 | 0.15 | 0.5 | -0.15
305 | -0.5 | 0.15 | 0.5 | -0.15
306 | -0.5 | 0.15 | 0.5 | -0.15
307 | -0.5 | 0.15 | 0.5 | -0.15
308 | -0.5 | 0.15 | 0.5 | -0.15
309 | -0.5 | 0.15 | 0.5 | -0.15
310 | -0.5 | 0.15 | 0.5 | -0.15
311 | -0.5 | 0.16 | 0.5 | -0.16
312 | -0.5 | 0.16 | 0.5 | -0.16
313 | -0.5 | 0.16 | 0.5 | -0.16
314 | -0.5 | 0.16 | 0.5 | -0.16
315 | -0.5 | 0.16 | 0.5 | -0.16
316 | -0.5 | 0.16 | 0.5 | -0.16
317 | -0.5 | 0.16 | 0.5 | -0.16
318 | -0.5 | 0.16 | 0.5 | -0.16
319 | -0.5 | 0.16 | 0.5 | -0.16
320 | -0.5 | 0.16 | 0.5 | -0.16
321 | -0.5 | 0.16 | 0.5 | -0.16
322 | -0.5 | 0.16 | 0.5 | -0.16
323 | -0.5 | 0.16 | 0.5 | -0.16
324 | -0.5 | 0.16 | 0.5 | -0.16
325 | -0.5 | 0.16 | 0.5 | -0.16
326 | -0.5 | 0.16 | 0.5 | -0.16
327 | -0.5 | 0.16 | 0.5 | -0.16
328 | -0.5 | 0.16 | 0.5 | -0.16
329 | -0.5 | 0.16 | 0.5 | -0.16
330 | -0.5 | 0.17 | 0.5 | -0.17
331 | -0.5 | 0.17 | 0.5 | -0.17
332 | -0.5 | 0.17 | 0.5 | -0.17
333 | -0.5 | 0.17 | 0.5 | -0.17
334 | -0.5 | 0.17 | 0.5 | -0.17
335 | -0.5 | 0.17 | 0.5 | -0.17
336 | -0.5 | 0.17 | 0.5 | -0.17
337 | -0.5 | 0.17 | 0.5 | -0.17
338 | -0.5 | 0.17 | 0.5 | -0.17
339 | -0.5 | 0.17 | 0.5 | -0.17
340 | -0.5 | 0.17 | 0.5 | -0.17
341 | -0.5 | 0.17 | 0.5 | -0.17
342 | -0.5 | 0.17 | 0.5 | -0.17
343 | -0.5 | 0.17 | 0.5 | -0.17
344 | -0.5 | 0.17 | 0.5 | -0.17
345 | -0.5 | 0.17 | 0.5 | -0.17
346 | -0.5 | 0.17 | 0.5 | -0.17
347 | -0.5 | 0.17 | 0.5 | -0.17
348 | -0.5 | 0.17 | 0.5 | -0.17
349 | -0.5 | 0.17 | 0.5 | -0.17
350 | -0.5 | 0.17 | 0.5 | -0.17
351 | -0.5 | 0.18 | 0.5 | -0.18
352 | -0.5 | 0.18 | 0.5 | -0.18
353 | -0.5 | 0.18 | 0.5 | -0.18
354 | -0.5 | 0.18 | 0.5 | -0.18
355 | -0.5 | 0.18 | 0.5 | -0.18
356 | -0.5 | 0.18 | 0.5 | -0.18
357 | -0.5 | 0.18 | 0.5 | -0.18
358 | -0.5 | 0.18 | 0.5 | -0.18
359 | -0.5 | 0.18 | 0.5 | -0.18
360 | -0.5 | 0.18 | 0.5 | -0.18
361 | -0.5 | 0.18 | 0.5 | -0.18
362 | -0.5 | 0.18 | 0.5 | -0.18
363 | -0.5 | 0.18 | 0.5 | -0.18
364 | -0.5 | 0.18 | 0.5 | -0.18
365 | -0.5 | 0.18 | 0.5 | -0.18
366 | -0.5 | 0.18 | 0.5 | -0.18
367 | -0.5 | 0.18 | 0.5 | -0.18
368 | -0.5 | 0.18 | 0.5 | -0.18
369 | -0.5 | 0.18 | 0.5 | -0.18
370 | -0.5 | 0.18 | 0.5 | -0.18
371 | -0.5 | 0.19 | 0.5 | -0.19
372 | -0.5 | 0.19 | 0.5 | -0.19
373 | -0.5 | 0.19 | 0.5 | -0.19
374 | -0.5 | 0.19 | 0.5 | -0.19
375 | -0.5 | 0.19 | 0.5 | -0.19
376 | -0.5 | 0.19 | 0.5 | -0.19
377 | -0.5 | 0.19 | 0.5 | -0.19
378 | -0.5 | 0.19 | 0.5 | -0.19
379 | -0.5 | 0.19 | 0.5 | -0.19
380 | -0.5 | 0.19 | 0.5 | -0.19
381 | -0.5 | 0.19 | 0.5 | -0.19
382 | -0.5 | 0.19 | 0.5 | -0.19
383 | -0.5 | 0.19 | 0.5 | -0.19
384 | -0.5 | 0.19 | 0.5 | -0.19
385 | -0.5 | 0.19 | 0.5 | -0.19
386 | -0.5 | 0.19 | 0.5 | -0.19
387 | -0.5 | 0.19 | 0.5 | -0.19
388 | -0.5 | 0.19 | 0.5 | -0.19
389 | -0.5 | 0.19 | 0.5 | -0.19
390 | -0.5 | 0.20 | 0.5 | -0.20
391 | -0.5 | 0.20 | 0.5 | -0.20
392 | -0.5 | 0.20 | 0.5 | -0.20
393 | -0.5 | 0.20 | 0.5 | -0.20
394 | -0.5 | 0.20 | 0.5 | -0.20
395 | -0.5 | 0.20 | 0.5 | -0.20
396 | -0.5 | 0.20 | 0.5 | -0.20
397 | -0.5 | 0.20 | 0.5 | -0.20
398 | -0.5 | 0.20 | 0.5 | -0.20
399 | -0.5 | 0.20 | 0.5 | -0.20
400 | -0.5 | 0.20 | 0.5 | -0.20
